Source,Beer,Rating,Review
Popular,Dirty Bastard,4.32,"Dirty Bastard dumped into a 20oz. glass out of a 12oz. bottle. Picture perfect dark brew slight amber shade when held up to a light. There was a solid three finger dark, thick, tan head. The foam retention is excellent! This is clear enough that when held up to the light I can observe a high amount of carbonation.
The aroma is a pleasant sweet roasted malts, and caramel notes.
The flavor is sweet caramel but dry, with a light bitter finish.
The feel is medium, dry as I said, the carbonation is not prevalent on the tongue, after several sips and the brew warms I can pick up a bit of ABV heat, but it does not take away from the enjoyment of the flavor or session.
This is a very good Scotch Ale, one that I will revisit."
Popular,Dirty Bastard,4.78,First time trying this beer and I have to say it's pretty darn good. As soon as I saw the color I was thinking Guinness but taste completely different than how it looks. Smooth going down especially on a hot summer day. Definitely going to have to get this around to friends to try
Popular,Dirty Bastard,4.09,"Look - poured from a 12 oz bottle into a standard pint glass. dark copper in color, lightly hazy with some suspended particles. one finger head with excellent lacing retention.

Smell - caramel, toffee, and lots of malty sweetness. some booze detectable. warm spices and yeast also detectable.

Taste - an explosion of malt flavor and some syrupy sweetness, though also balanced with bitterness. not much smokiness, contrary to what is advertised on the bottle. finish is warm. heavy, but not overwhelmingly so.

Feel - medium-full bodied, low carbonation, and on the heavier side at 8.5% ABV. alcohol is not masked but is not harsh. in fact, the warmness gives this beer an extra layer of added complexity.

Overall - a very complex and very tasty malt-heavy beer that showcases a wide range of flavor while remaining surprisingly drinkable."
Popular,Dirty Bastard,4.01,"April 30, 2022 - Dark copper, crystal clear, so dark you must hold it up to a light to see through it. Fluffy, lacy tan head, recedes slowly; I like the aroma, faint as it is to my invalid sniffer; Fully robust in flavor, a little tangy; Not a particularly robust mouthfeel, mild carbonation, but not bad. I like this beer. I expect I'll get it again."
Popular,Dirty Bastard,4.15,"Appearance: Pours a very very dark ruby red color, verging on brown. Tan colored head disappeared in a flash.

Smell: Brown sugar, Coca-Cola, oatmeal cookies.

Taste: Brown sugar and dark bread up front. The sweetness and bitterness duke each other out half way through. Towards the finish I get a bit of charred coffee grounds and a sweet toasted caramel note. Nutty and dry finish. Balanced.

Feel: Medium bodied, well carbonated. No alcohol warmth.

Overall: Great beer."
Popular,Dirty Bastard,4.41,"I’ve heard so much hype surrounding Founders that I decided I’d finally give them a try, I would have sooner if it weren’t for the price. The Dirty Bastard seemed the most likely to be up my alley. After arriving home to pour into a glass and take my first sip, I immediately realize what I’ve been missing. This beer hit me on the first sip with such rich and delightful flavor, something that you kind of take for granted in beer when you’re not used to it. Instead of trying to explain the soul of this ale, I just want to say that this was a perfect first try from this brewery and really enjoyed the experience the beer brought me."
Popular,Dirty Bastard,4.13,"Purchased as a single bottle from Ingles for $1.50. Poured into a tulip glass.

L - Pours a pitch black, but copper when held to the light. One-finger tan head with fantastic lacing.
S - Brown sugar, oak smoke, and Cohiba Red Dots. A broad sense of earthiness, but I can't be really specific.
T - Deep dark caramels, brown bread, and molasses. Darkened toast comes through the most, though. Bitter, but not overbearingly so; it goes well with this brew. Ethanol comes through towards the end of the glass.
F - Warms your body like nothing else! Smooth. Full-bodied with medium carbonation. Very heavy.
O - A fantastic ale, well-worth trying out. This would be perfect as a bonfire-with-friends-beer. Go out and try it!"
Popular,Dirty Bastard,4.05,"12 oz bottle dated 12/2/20

Cloudy copper-brown with golden highlights. Two fingers variegated tan head. Spotty lacing with a full ring and large continents on the surface.
Malty molasses, tobacco, brown sugar, oak, berry aromas.
Char and peat in the taste, along with black bread, oak, toffee, floral hops, light mineral flavors.
Good carbonation, noticeable alcohol heat, bitter aftertaste, medium bodied.
Good depth of flavors which richer with warming. This bottle is a year old and shows no ill effects."
Popular,Dirty Bastard,4.26,"Bottled 11/23/21. Poured at 57°. Deep amber/ruby brown body with excellent clarity; three fingers of khaki mixed bubbles foam; looong cap retention; heavy minus lacing and heavy ring; medium legs on swirl. Caramel malt and floral hops nose; light smokiness as beer warms. Bitter hops on entry, with caramel sweetness right behind; mild nuttiness; dry finish. Silky plus feel; medium plus body; moderate minus carbonation; no warmth from 8.5% abv. Overall, a beautiful beer and outstanding; easy drinking and smooth; I do like the Backwoods better, as Dirty is lighter in comparison; nevertheless, an enjoyable beer."
Popular,Dirty Bastard,4.27,"L: Darkish amber, off white 2 inch head, mild lacing.

S: yep

An old fashion with a hint of Abbey ale. I feel like a shmuck for looking down on this beer.

F: carbonation medium-heavy yadda yadda the flavor kills tho

O: great try it"
Popular,Dirty Bastard,3.35,"Good look ale, bronze/ golden color. Frothy head and left ample lacing in a pint glass. Taste followed aroma, a bit tart that lingered around in the aftertaste. Overall enjoyable and good representation of the beer type."
Popular,Dirty Bastard,4.18,"10/17/21 From bottle from 4 pack.... Gift from DW for 51st birthday. Stone, mahogany, maple, smoke, leather, salty, malty, The depths of flavors is amazing. Certainly sweet, but the hop end balances things out. Boozy. I picture really enjoying this fireside at the end of a good day of skiing!"
Popular,Samuel Adams Octoberfest,4.48,Pours a solid golden amber color with finger or two foamy head. Smells of a toasty caramel scented malt. Tastes the same with smoothness similar to a Irish red but slightly different. An absolute fall classic and is loved by most. There is a reason this is a common draft amongst establishments in the fall. Boston does it well with this Sam Adams seasonal.
Popular,Samuel Adams Octoberfest,3.68,"Poured from a 12 oz bottle into a pint shaker and had to pour in stages as the head was so aggressive. The color was beautiful copper with the manilla colored head, looks enticing.
The aroma was ideal for a Märzen style, the malts and caramel and touch of spice, oh, this smelled good.
The taste was okay, a letdown after the hard sell- the aforementioned malts were there but rather undefined. It was curious after the aroma was so spot on and the taste just dropped off. Weird.
The feel was excellent, no worries there.
Smooth and so easy to drink.
OA, very strange, parts of this excel but somehow the flavors can’t back the rest up."
Popular,Samuel Adams Octoberfest,1.18,"Did I just get a bad batch or do I need a tastebud transplant?

It doesn't even smell or taste like beer. I can't even tell you how it tastes as I can't find the words to do so.

I was drinking Bell's Octoberfest last week. Enjoyed it very much.

Thought I would save a few dollars this week, but ending up throwing away $12.99 for Samuel Adams.

Ugh."
Popular,Samuel Adams Octoberfest,3.14,"I returned to SA Octoberfest after about 10 years away, and I can't say that the time has done it any favors. I remember a good quality Marzen with a nice flavor profile that, yes, sometimes had its off years, but on the whole was a steady performer in the American O-fest scene.

The only constant from the beer I remember is the great look, a beautiful dark amber. The rest just seems muddled. For me, the taste is a bit off, with a flat malt expression that doesn't have much character or depth, and too much bitterness on the finish. Maybe they've increased the hop bill to meet current tastes? Well it doesn't suite my palate. While nicely medium bodied, it has an unfortunate tendency to syrup-coat your mouth after the swallow.

Would I choose this over a lot of other standard party/bbq offerings? Absolutely. But with so many great, small craft options these days, it might be another 10 years before I buy SA Octoberfest again."
Popular,Samuel Adams Octoberfest,3.79,"Had on tap (alledgedly tapped yesterday) at Hoffbrau Bar and Grill in Westminster, CO

On arrival a fine one finger head was present that relatively quickly dissipated to a ring around the rim and very light covering. Carbonation is lazy and fine in a reddish brown amber body. No lacing.

Aroma has some nice lightly estery Germans tyle lager yeast with a very low hopping rate. A nice nutty roasted malt is peeking its head through pretty aggressively.

Taste is similar to the aroma with a low hopping rate, and a surprisingly flavorful but pleasant German style lager yeast that plays a big role here. Once the fermentation character passes a big wave of nutty roasted malts takes over.

Feel is insanely drinkable with a medium body for easy drinking but a bit more body for that oktoberfest. Very soft and smooth. Not the sweetest but the malts are mouthcoating. On the medium finish it starts drying out a bit.

Overall this is a very nice malty oktoberfest. Flavorful and it tastes German. Very light hops as per style, but it doesn't go great with hoppy amber lagers as I just found out."
Popular,Samuel Adams Octoberfest,1.52,"Created an account just to say that I agree with the review posted by ABeingWhoDrinksBeer in Dec 2021.

Overly malty and enough sweetness to ruin the brew. I also get a hint of chocolate, which doesn't work for me in a beer.

Looks good, but that's about it.

Unfortunately, the Pacific Northwest is awash in IPAs, which makes it hard for someone like me who's not a huge IPA fan to find a decent craft beer that isn't an IPA. I spotted this in Costco and figured, ""I like Sam Adams, how bad could this be?"" and proceeded to buy a case of 36 (!) bottles.

I sure hope one of my buddies like this... I can't bring myself to dump it down the drain."
Popular,Samuel Adams Octoberfest,3.93,"An ok entry level Oktoberfest style beer.
It's missing the malt complexity of a true German beer of this style, but overall it's not bad. There's better by far."
Popular,Samuel Adams Octoberfest,3.93,"Bought pint of draft at a minor league ball game, so I paid way too much for a beer. Rich golden, reddish, tan color with off white foam that diminished after a few minutes. Pleasant aroma and taste was malt leading with a smooth finish. Enjoyable brew, would buy a 6 pk for a better deal."
Popular,Samuel Adams Octoberfest,4.68,"I saw this at the store today and had to buy the 12 pack. Excellent beer—good head, medium carbonations, malty with hints of sweetness and slightly bitter."
Popular,West Coast IPA,4.02,"Only photos could describe the foamy white mess that rises above the top of a clear glass liter mug. It’s that pathetic. Really, no beer pour, especially an IPA should ever have this much stark white starchy foam pretending to be a head. This is the consequence of trying to fit two twelve ounce cans' contents into the vessel. With patience, the foam recedes and there becomes almost a true beer head. Obviously, there are concerns, as big white foamy and starchy heads often lead to taste and mouthfeel disappointments. The aroma is of OK piney hoppiness; but, so far, it's looks over aroma and looks have a big negative lead. The color isn't the problem. It's a rich and bright dark amber that's close to being translucent. Actually, it's a pretty good looking brew once the head recedes. Much as expected, this is a nicely West Coast hopped rendition, without much of a malt inclusion to carry it via its body, nor to give it a counterbalance so necessary for a great IPA. The ratings here may be inconsistent, but that sums up the brew. There's good color, but bad lacing. There's a nice sharp piney hop bite, but no malt balance, nor backbone. This isn't bad and the tastes of those that want hoppiness, even at the expense of a malty presence, will like this. To taste, it's a nicely dry hopped ale. To anyone that loves a traditional IPA, the lack of barley malt in the mix will spoil this."
Popular,West Coast IPA,4.18,"Slightly hazy, rich amber appearance with a generous, fine bubbled head that left rings of good lacing. Big time piney, resinous hop aroma, some citrus, with an initial hit of sweetness that fades after a few moments. Medium bodied with just the right amount of carbonation. The profuse amount of hops engage the palate from the start well into the lingering, long lasting finish"
Popular,West Coast IPA,4.3,"From a 12oz can dated 12/13/21 into a pint glass.

Pours a translucent brownish orange with about a half finger of with head (gentle pour). Ok retention and lacing.

Smells of fresh cut grass and pint. Also got a hint of marijuana.

Piney, resiny, bitter taste. 95 IBUs in their glory-Right in the wheelhouse for a WCIPA. Some malts in there as well-bit of caramel.

Very sticky mouthfeel-full bodied. Strong bitter aftertaste. Medium carbonation.

This is a WCIPA. Hit the mark squarely. And stinking enjoyable too."
Popular,West Coast IPA,4.15,"Haven’t had this in almost 10 years so here go: pours a deep, dark gold with decent head. Smells of grapefruit and herbal hops. Tastes like grapefruit rind, melon, orange, strawberry, it’s bitter, and a little herbal with a string malt base. A little dry, also, and very drinkable and balanced. Whether this is close to the beer I had back in 2012 is hard to say, and I’m way more tolerant of hops now than then, but this is good and I’ll buy it again, cheers!"
Popular,West Coast IPA,4.35,"An outstanding example of the style, West Coast IPA. Pours an inviting amber/orange with 1 finger of foamy off white head. Nose is full of pine needles and citrus. Taste follows the nose. Grapefruit and Pine, rounded out by Carmel malt with a dry and bitter finish. Worthy of its outstanding rating."
Popular,West Coast IPA,4.1,"An all-around great IPA, bursting with citrus and tropical flavors amidst its dry hops. The rich orangey-amber color is particularly inviting. A solid, if not exceptional west coast IPA."
Popular,West Coast IPA,4.21,"355 ml bottle, Cardinal Pub & Bar, Stavanger. ABV is 7.3%. Orange to amber colour, moderate head, slightly off-white. Lovely and intense aroma of citrussy American hops, hits you as soon as the bottle is opened. Also notes of tropical fruits and pine. Some sweetish malts in the background. The flavour is neither too sweet nor too dry, and is a veritable hoppy explosion from start to finish. Grapefruit, bitter orange marmalade, pine needles, resin. A classic!"
Popular,West Coast IPA,4.16,"Poured into a tulip glass. Pours a deep clear orange hue with half an inch beige head. Plenty of hops, pine on the nose. Taste is of tropical fruit with the bitterness of grapefruit. Pine, citrus. Very drinkable and interesting IPA...well balanced for the blend of hops."
Popular,West Coast IPA,3.75,"Pours a crystal clear dark gold with a creamy white head.

Smells like sweet biscuit maltiness with pine and tangerine.

Sweet biscuity malt on the palate, finishing with a nice drying pine bitterness and a hint of grapefruit.

Mouthfeel is medium bodied with moderate carbonation. Alcohol warmth is present, but blends in.

Overall, a solid, textbook example of the style. It will scratch the itch if WCIPA is the itch that you have."
Popular,West Coast IPA,4.09,Clear amber body with a dirty beige head that crashes in on itself before too long. Piney scent combines the alcohol and hops in a spicy to near astringent aroma. Toasty malt base gives a hint of sweetness along with some pith before spicy hops start to wash over the malt. Pine follows right on the heels and dries the medium light-bodied drink.
Popular,Dead Guy Ale,5,"Delicious for an American maibock. Was not a fan of rogue beer, but this one is delicious, I recommend it, 6.8 and bitterness around 30. Smooth and doesn’t get yoy drunk !!"
Popular,Dead Guy Ale,3.26,"1.5 x 12 oz bottle
Glass: 0.5L Pokal
Pouring Temp: 50.6 F


Look:
Deep and slightly hazy copper with an initial 2-finger creamy light beige head. The head dissipates to a thin but consistent cover with excellent soapy lacing down the glass.

Smell:
Tons of sweet bready malts laced with honey and either toffee or caramel. There is also a subtle earthy note along with hints of floral hops.

Taste:
Starts with bready malts and toffee then a strong earthiness asserts itself and dominates the taste. A light bitterness also appears alongside the earthiness and grows throughout the sip.

Feel:
Smooth feel. Body is medium with a slight lean towards the lighter side.

Overall:
A nice beer full of strong but balanced flavors. It reminds me of an ESB more than a Maibock, but regardless, it is a solid brew.

My ratings reflect how the beer smells/tastes/etc as a Maibock.
If this was categorized as an ESB my ratings would be more akin to the following (give or take):

look: 4 | smell: 3.75 | taste: 4 | feel: 4 | overall: 4
Combo: 3.94"
Popular,Dead Guy Ale,4.45,"L: classic dark whiskey colored beer, light white head. Looks like it belongs on a postcard.

S: gingerbread malts, a little alcohol bite, sweetness, and dark fruits.

T: follows nose, feels very Christmasy. There some pineapple in there too but it’s so well blended it’s hard to tell. Something just stands out I’m not sure what it is.

F: medium- full body. Not heavy, just says hello.

O: felt more like a winter beer than a spring one, but happy to try and enjoy it. This is a local brew and the style isn’t represented enough where I live otherwise I would have tried the style years ago. This nails what I imagine a classic winter/spring hearty food ol beer would taste like."
Popular,Dead Guy Ale,3.89,"Canned 3 months ago on 10/19/21
Poured into a shaker, small head that thinned out quickly. Minimal lacing, glass might not have been beer-clean. As seen in at least one other review, honey-colored is the best color descriptor. Rising effervescence.
Smell is malt, floral and apple
Taste is semi-malty with slight grapefruit bite
Feel is okay. Nothing spectacular and nothing off-putting. Bitterness balances the taste and feel.

Hard to rate this one. I wish the ""Overall"" rating carried more weight here. Each individual attribute is better than mediocre, but the sum of its parts is much better than one might think if considering each aspect individually. It's a good, solid, well-rounded tasty beer. I wouldn't necessarily seek it out, but if I was at the store and on the fence about what to buy and saw it, I'd remember, ""Hey, that was a good one"""
Popular,Dead Guy Ale,3.5,"Haven’t had this one in like a decade. Floral notes, caramel and bready malt. Light grapefruit and lemon. Fairly sweet but nice mild dry floral bitterness on the finish. Solid balance and drinkability."
Popular,Dead Guy Ale,3.36,"Everyone keeps saying that this is heavy on the malt. I was expecting a nice malty flavor but was greeted with something a little more akin to an IPA due to the heavy addition of bitter hops. Beautiful honey color and a sweet smell on the pour. I am not an IPA fan, so this wasn’t for me- however, I liked this better than other hoppy beers."
Popular,Dead Guy Ale,4.16,"Pours a beautiful murky caramel. A few fingers of tan bubbly, foam rises and recedes to an off white ring leaving soapy lacing. Nose is green apple, honey, and sweet malt. Taste is honey, oak, roasted malt, biscuit, grass, and lemon. All melding together perfectly to create a truly delightful masterpiece. Feel is silky smooth and very full. Love this and will buy more."
Popular,Dead Guy Ale,3.87,This is an interesting Octoberfest type beer. Smell is of spices and orange peel. Has a full bodied feel. Taste is a bit all over the place. I don't know if this beer wants to be a marzen or a pale ale. You get a bit of honey along with a nice Bock hop taste. Some citrus with coriander. Interesting beer and can't say I've had one quite like this.
Popular,Dead Guy Ale,3.57,"Dark amber small white head, not much retention. Way to dark for the style.
Smells of caramel, brown bread, for the most part it smells good.
Tastes initially sweet but a huge hit of bittering hops hits you straight away. The hops completely drown out the malts. A Maibock should be malt forward with the hops way in the background. I can’t say this is a bad beer it’s just not anything like a maibock."
Popular,Imperial Stout,4.15,From a 550ml bottle. Jet black with a quarter inch of medium brown head. Smells of roasted malt. Full bodied. Roasted malt and chocolate flavors with some hop bitterness on the finish. Well done. I'm so used to the high-octane RIS that it's interesting to get this style at only 7%.
Popular,Imperial Stout,4.39,"Pours an excellent, dirthy, viscous and full bodied dark, deep black. No light bleed. Head is hanging around and is deep earthy brown. Nose gives huge elements of baltic porter, like zywiec or black boss: toffee, caramalt and some solid residual brown sugar leading into a hint of oxidized hops (nose), liqourice (licorice?), plum, cane sugar, maybe some smoke (but the weber is going so who knows)

Hell of a beer, really complex. Those notes above all pertain just the same in the flavor, but just in phases. Like from fruity to chocolatey to smokey and on and on just evolving."
Popular,Imperial Stout,4.19,"Poured into a tulip a nice black colored liquid capped by a light brown head that was dense and soft looking. Dissipated fairly quickly but still looks good.
The aroma was roasted malts, and for me that is impressive, my nose is broke as far as aroma goes.
The taste, I was somewhat impressed- for a RIS it was very smooth, as in no charred malts and no extra hops, just dense and full roasted malts that bring to mind figs and coffee and chocolate. Really nice!
The feel is likewise smooth as silk, this is just a pleasure to drink.
Glad I finally tried this, it will be a regular in my cellar."
Popular,Imperial Stout,4.36,"12-oz bottle into Samuel Smith pint glass
I had been saving a bottle to review for a while. Father's Day seemed like a good occasion.

A - Samuel Smith always looks fancy, foil-wrapped bottles and all. This one pours a deep pitch black with ruby highlights under 3 fingers of thick dark tan foam, which leaves behind a very nice web of lace. Simply beautiful!

S - dark fruits, touch of chocolate, molasses sweetness, hint of lactic character; inviting

T - dark roasted malts, sweet and tart dark fruits, light sugar sweetness, wooden notes, earthy bitterness; just delicious

M - smooth medium body, moderate carbonation

O - an excellent beer all around; no complaints"
Popular,Imperial Stout,4.3,"Tasty stout, very refreshing and much smoother than you expect it to be at 7% abv. Pleasantly bitter. Drank straight from the bottle on St. Patrick's Day, like the Irish lush I am."
Popular,Imperial Stout,4.18,Pours a dark brown color with a foamy head that lasts quite a while. Aroma of coffee and roasted malts. Taste is black coffee and dark chocolate. Smooth and creamy.
Popular,Imperial Stout,3.58,"little spicy kick off the backend, like if you drank water from an ancient fountain in the forest and it was full of ancient black sludge and parasites but tasty"
Popular,Imperial Stout,3.83,"Pours a deep dark brown color with a finger of beige head. The nose has some roast along with a background hint of smoked wood. The roasted malts are present in the flavor profile as well along be with a trace of molasses.

Overall, this offering comes off as pretty mild for an impy stout."
Popular,Imperial Stout,3.71,"This is somehow mostly just a sweet boozy mess even tho its 7 percent. I poured into a tulip glass. Not much malt, oats, or chocolate just a sweet alcohol flavor encased in and M&M style malt shell....although I see this is under Russian imperial which does make more sense, I think this is firmly okay but not great for Russian Imperials. It's sweet, a little malt, a little smoke, but things like Expedition Stout or Narwhal are just better to me but this is getting more balanced as I drink just not spectacular."
Popular,Imperial Stout,4.4,"Appearance:
Lacquered black, showing glimpses of brown where the light leans into it. It’s topped with a half finger of dark beige fizz that disperses faster than squirrels before a feisty, jack russel. Despite this, it retains a length of drizzly lace until the glass is practically empty.

Bouquet:
Plump figs that were lightly sugared, then rolled in milk chocolate cocoa powder. The after-aroma is intermittent but impressively gourmet: roasted plums brushed with woodsy molasses and given a hearty dunk in black chocolate.

Feel:
A satin-soft full body, simmering with moderate carbonation. Dry, bittersweet linger.

Taste:
Dark malts and oats, browned in a drizzle of maple syrup. Finishes with a spoonful of earthy, dark chocolate pudding."
Popular,Imperial Stout,4.2,"a: nice solid black color. no light penetrating through. gives the glass a nice chill haze. 1/2 finger creamy dark tan head

s: dark roasted malts, dark chocolate, molasses. some nice woody notes, sweet berries, cola, brown sugar and a hint of soy sauce

t: sweet smooth caramel, roasted malts, and a touch of charred wood. those dark sweet berries, sweet cola. dark chocolate and milk chocolate on the finish. classic flavor

m: lighter side of medium with medium carbonation. a bit light on the mouthfeel

o: this tastes like a classic RIS. has the roast, the sweetness, and a bit of wood. smooth and very drinkable. a bit light in the mouthfeel, but it works well for the beer"
Popular,Imperial Stout,4.31,"12oz bottle into an 8oz tasting glass.
L: Pours deep dark brown with ruby edges and has a 1"" tan pock-marked head with fair retention. No lacing.
S: Dark chocolate, vanilla, molasses, toffee, cherry, toasted malts, figs, dates, raisins, tobacco and port wine.
T: A short hop note at the forefront, dark baking chocolate, figs, sea salt, overripe dark berries, prunes, plum, raisins, toasted malts, toffee, coffee and port wine. It is lightly sweet. All of this with a woody and pervasive mineral cast all over it. There are dark soda bread notes in the finish.
F: Medium-heavy bodied mouthfeel with a moderately dry medium fast finish.
O: A deliciously rich and savory Imperial Stout that has a lot of history for good reason: The famous stone Yorkshire squares. It has superior balance, excellent flavor and has never been specific to any trend. It is incredible in it's style."
Popular,Imperial Stout,4.5,"It smells so much like a typical stout that it's almost comical.  There are scents of coffee and chocolate and beery breadwater.  It's almost a stereotype in scent.

The taste follows the nose.  It's a little coffee, a little chocolate and a hole lot of beery goodness.

It's medium bodied with small amount of carbonation.  It's smooth and has a quick bitter finish with a hint of molasses.

It's really good.  It tastes like the father of stouts.  I give it a 5.4 out of 6."
Popular,Imperial Stout,4.06,"Served from the bottle in a Lagunitas mason jar.

Man, it's been waaay too long since I last dove into some Sammy Smith goodness. Let's rectify that straight away, kids. This stuff pours a deep midnight sienna topped by a finger of dirty sandstone foam. The nose comprises roasted malts, mild molasses, pumpernickel, and a touch of orange pith embedded into the background. The taste brings in more of the same, a pinch or two of cocoa powder rounding things out. The body is a hefty medium, with a light moderate carbonation and a smooth feel. Overall, a very nice bit of bulky stout, one that doesn't throw its heft around, rather preferring to please throughout. Good times."
Popular,Racer 5,4.75,"A CLASSIC !!! As WC IPAs go, this one should be included on every list. Golden, resinous and a heavier mouthfeel. Here in the southeast, it’s a welcomed standout when I can find it. Pick it up next time you see it, you will not be disappointed."
Popular,Racer 5,4.1,"Appearance: Pours a rich golden color, with noticeable hop oils, a frothy white foam head

Aroma: A really pleasant aroma Citric and piney. Bready and some caramel notes. Some fruitiness too.

Taste: Up front is piney. Citric and pineapple orange. Some malty hints too. A notable bitterness. The finished lingers, but not too long.

Overall: I've tried this many times before, but this is my first time taking notes. Really enjoyable. Easily one of my all-time go-to beers, when I want to guarantee I have something quality and delicious"
Popular,Racer 5,4.29,"Appearance: Clear, bright amber with a large white head and very good lacing.
Aroma: Pine racing to outshine the grapefruit.
Taste: Herbal, spicy, resinous, citrussy. Lingering aftertaste.
Mouthfeel: Bitter, well carbonated, medium-to-full bodied.
Overall: Not easy to overlook (or understate) the 5's pedigree. One sniff, one taste will have you reflecting on the glory days of the well crafted American IPA."
Popular,Racer 5,3.82,"Pours a bright, foggy orange, quickly receding white head collapses to a ring leaving some spotty lacing. Nose gets citrus as do the buds, a nice caramel finish. Medium bodied, great continuing carbonation. I'd like to get this fresh...."
Popular,Racer 5,3.91,"Appearance: Pours a completely clear, light golden color with a large sticky, white head. SRM of 7. (3.75)

Aroma: Moderate aromas of orange, grapefruit citrus, stonefruit and apricot. Some caramel malts on teh finish.

Flavor: Strong citrus grapefruit and orange citrus flavors upfront. Sort of fades away in the middle. Some caramel and bread malt to finish. Moderately bitter.

Feel: Medium-bodied, moderate carbonation. A clean and moderately bitter finish. (3.75)

Compared to Bells' Two Hearted Ale 5/25/22: Pours lighter, milder aromas. More orange, grapefruit citrus. Less apricot, caramel, bitter pine.

Overall: A really drinkable IPA here. Nice citrus and some slight stonefruit notes. Then a clean and moderately bitter finish. Incredibly clean for 7.5%. This one would sneak up on you. Drinks pretty to style for a West-coast IPA. I don't know that there's anything here that makes this one special. Somewhat surprised by the 93 Rating on BeerAdvocate. Surely it's historical. Maybe my expectations were too high. Nonetheless, a good IPA and dangerously drinkable. (Rating: 3.91)"
Popular,Racer 5,3.52,"Golden color with a quickly dissipated head. Hoppy but not overly so by todays standards. Tastes almost like a cross between a lager and IPA of today with a breadth of malt character. Slightly bitter after finish.

Overall this beer probably isn't as much of a knock out as it was when it first arrived, but it still holds its weight for sure."
Popular,Racer 5,4.43,"Disclosure: I've always enjoyed racer 5s and this was one of the first IPAs I tasted.

L: Beautiful deep gold color, somewhat hazy, white head

S: Aromas aren't too strong, citrusy orangey & grapefruit-like smell

T: sweet, bread-y, barley malt, orange and mango oriented taste with pleasant mild bitterness

F: Medium and soft mouthfeel with a finish that's dry (but not too dry),

Overall a very refreshing and enjoyable classic west coast IPA.

ABV 7.5 | IBU 75"
Popular,Racer 5,4.09,"Pours a golden with a moderate amount of chill haze, excellent head retention. Some pineapple and pine resin on the nose. Classic malty sweetness up front that gives way to grapefruit and drying peppery bitterness. It's slightly sticky but not super chewy. I wanted a West Coast IPA so I got this."
Popular,Racer 5,3,This is my first time trying it in 2021 and I could tell it was gonna be old school but this is just bore snore. Medium body with extremely light flavor. This is being dominated on by other breweries. After reading some reviews it sounds like fresh on tap is the preference instead of the cans and bottles on the shelf. Which makes sense. This can is 3 months old and just showed up to the store.
Popular,Racer 5,4.17,"Look: golden with a thick white head

Aroma: white bread, caramel, citrus, pine resin

Flavor: Slightly sweet, caramel and bready malts, citrus, grapefruit and slight pine resin, nicely balanced

Body/Overall: medium body"
Popular,Racer 5,4.27,"I ordered this on tap in Maui of all places and had low expectations going in. Wow did this blow those low expectations out of the water. Malty, citrusy, and bitter, the way an IPA should be. Since then I bought a not-so-fresh six pack, and it wasn’t great. I believe this partially explains the high variance of scores on this site. This beer is underrated for a fresh pour and overrated for a shelf turd. And while that is always the case, it is especially an issue with Racer 5."
Popular,Racer 5,3.6,Poured from a 335ml bottle. About 90 days old since the beer made the journey to Korea. Minimal head. Poured amber and slightly transparent for an IPA. Smells a bit sweet for the style. Taste didn’t knock me out but not bad. Nice balance of bitterness and slightly fruity. Feels full bodied. Little to no aftertaste. Overall a good choice but due to the limited availability here I’ll seek out other offerings from Stone.
Popular,Racer 5,4.31,"DATE: July 10, 2021... OCCASION: settling in for a comfortable evening after a long, enjoyable lake trip--why not unwind with a classic?... GLASSWARE : Maudite snifter... this pours a beautiful, glowing orange amber body alive with effervescence... its two-finger head is white and staunch, settling to a lacy ring... robust resin and pine, pineapple, lime and mango... hard fruits mix with thick malts to produce an aromatic balance to the hops--an aggressive yet controlled offering... a bit boozy too, but not at all intrusive or off-putting... active, lively at its introduction, strong in its presence and lasting in its finish... its citrus and resin shine here, bright and thick, puckerish and chewy... the grapefruit especially resounds in each sip, thick and appreciable... big, bold fruits make this worth returning to, a classic that is accessible, both in stores and in profile..."
Popular,Racer 5,4.04,"From a bottle at the Sixteen Mile House in Millbrae. Pours a cloudy amber. They claim to have launched the hops competition, and I believe it. Piney and grapefruit. The hops lingers, so I take a while between sips."
Popular,Racer 5,4.13,"Two words can describe this IPA - juicy and hoppy...

This was a huge hop-punch to my mouth - very juicy, and enough booze to pull it all together in a nice looking beer. I was also impressed with the full-bodied mouthfeel.

On the bottle it claims it helped start the on-going hop craze. After having this, I have to agree..."
Popular,Racer 5,4.19,"Reviewed from 22 oz. bomber. No visible date on bottle. This is one I used to drink a lot in the early days of exploring craft beer. It's a local staple at bars in the bay area. I always remember it being a brightly flavored IPA. Let's dive into this glass. Beautiful amber color with a rich creamy head. Beautiful lacing all over the glass. Moderate carbonation. Aroma of pine, orange marmalade, lemon zest and candied malts. I have a feeling this isn't the freshest it could be but it seems approachable enough. The malts give off a slight bready smell. Good taste. Bright fruit flavors and a decent amount of bitterness backed up by a strong malt foundation. Slightly refreshing and the alcohol isn't discernible at 7.5%. This beer can be dangerous if you put too many back without thinking because it's that drinkable. I go back for a second chug and it is just as refreshing as the first. A very well balanced moderately hopped example of a west coast IPA. In a time before double IPA's and triple IPA's this was the go to strong ale along with Mendocino brewery's Eye of the Hawk."
