Source,Beer,Rating,Review
Worst,Busch NA,2.34,"Poured out of 12 oz can which is the only packaging I've ever seen it in.
Half a finger carbonated head that died down extremely fast with some lacing.
Smelled extremely weak, hardly anything there except piss-like grains. Maybe some corn?
Tasted worse than it smelled. Tasted weak and almost like water, but really really flat and maybe some really light barley malt and corn.
Mouthful was smooth but really flat, despite it looking really carbonated. Bad.
Overall, less pleasant experience the second time around. I'll take on O'Doul's over this."
Worst,Busch NA,4.25,"Busch NA - Anheuser-Busch. Poured from the can into a pint glass, this brew's head is 1 finger thick, lateral lacing, and a clear medium amber body.

I smell basically the same aroma that I would with regular ""BOOOOSCH"", but milder.

This also pretty much tastes just like a normal ABV Busch, just watered down with sorghum wheat.

The mouthfeel here is clean and smooth.

Overall, I'll give Busch NA - Anheuser-Busch a 4.25."
Worst,Busch NA,1.53,"Found this...yes, FOUND THIS in the garage of my recently desceased grandfather. Guy drank for fourty years and I see he left me a gift. Thanks big guy!.

Look - Crystal clear straw golden with a big ole bone white frothy head that you would expect from the regular Busch beer. Carbonation is pretty dead at this point. Lacing does no remain in any way.

Smell - Nothing really. Upon a hard whiff I get just a hint of distant usual suspected corn adjunct.

Taste - Pretty much follows the smell. Lighty corn adjunct and then seltzer water.

Feel - Just like water. Not even a trace of carbonation. Swallows easy and inoffensive.

Overall - What's the point."
Worst,Busch NA,2.1,"A-Pours a straw color with a slight head and lacing
A-Aroma has slight malt hints
T-The taste follows the nose with a slight malt flavor
M-A light bodied well carbonated beer
O-A decent beer"
Worst,Crest Super Premium Lager,2.95,"Canned in a big old tallboy crafty craft can and purchased from the local minimart on petersfield avenue
Aroma is golden syrup
Flavour is slightly dry with some maple"
Worst,Crest Super Premium Lager,3.06,"Drinking this from a can, can't comment on the look.

Smell is pretty non-existant to my nose, little bit of fruit/ lemon. Not bad, not great.

Taste is syrupy and sweet, with more lemon-y flavours and a bitterness that creeps up as you swallow. Not really complex, but not terrible. No sight of those ""Finest German Aromatic Hops"" though, more just bitterness without flavour. Honestly, I don't hate it. Could be more complex or backed up with hops but besides being a bit cloyingly sweet it really is not bad.

Mouth feel is syrupy, kind of thick because of the sweetness. Not dry, although there is bitterness which develops on the finish.

Overall - I don't hate it like a lot of people on here. Is it excellent, highbrow beer? No. But for what it is, it honestly isn't terrible. Not too much liquor forward in my opinion, tastes strong but not 10%. I would like some more hops and flavour besides the sweetness, some orange or grapefruit would balance that... Not great, but not terrible. If you want a buzz for cheap, go for it. And it's better than the average American piss-in-a-can any day."
Worst,Crest Super Premium Lager,4.33,"Love the nose on opening, taste was quite what I expected. So many haters, perhaps they are ""light"" beer drinkers. Due to the high alcohol content, I won't be drinking it often, however I will pick up the odd can in future. Love a malt forward beer."
Worst,Crest Super Premium Lager,1,"The reviews of this beer are hilarious! I can't add much. Crest Super is pretty awful stuff! This is why it's not a good idea to produce a high alcohol lager. EKU-28 comes to mind. Syrupy, cloying flavors! And not good flavors! I have found that cutting this with half water makes it drinkable. I have this around in case I run out of ale that I brew. It gets things started quickly, if you know what I mean. It's basically a malt liquor for white people. Attention commercial brewers: It is much easier and less expensive to brew a high alcohol ale that tastes great than to attempt the same with a lager. Why are you not pursuing this? There is a market for a wonderful, high alcohol ale...in a CAN!!! Do it!!! Still, I would probably keep this around for emergencies. Just add water for drinkability."
Worst,Crest Super Premium Lager,2.27,"500ml can, a sort of surprise new offering from the Wells & Young's group to suddenly show up here in Alberta (for the second time, it would appear!). The ‘finest German aroma hops’, eh? WTF? Was this actually made in the country that originated the English language?

This beer pours a clear, bright medium golden amber colour, with two chubby fingers of puffy, rocky, and bubbly eggshell white head, which leaves some splendid bonsai tree forest lace around the glass as it quickly abates.

It smells of sickly sweet apples and pears, gritty caramel malt, yeasty rising bread, lemon furniture polish, and some strangely stanky, um, strange (ok, hops, I suppose, but man are they musky). The taste is gritty and grainy caramel, well, ‘flavouring’, dead yeast cells, pome fruit-heavy Yuk-a-Flux, further near gag-inducing industrial alcohol warming notes, and a distinct lack of the finest of German hops never to be seen in a shit show like this.

The bubbles are quite underwhelming in their barely perceptible frothiness, the body a so-so middleweight, as if buoyed by some unfamiliar sugar source, and not really all that smooth, not with that pithy, cheap-ass booziness loafing about. It finishes still pretty sweet, but all tainted here, and musty and dead-seeming there. Gah.

Yeah, this is not a craft brew, by any stretch of the imagination, which is a bit of a shame, given the predilections of the parent brewing concern (Courage, Bombardier, etc), but it is a party-starter (or ender, depending on one's constitution, I presume) - Euro malt liquor swill, incarnate. Oh, and I have to apologize for my opening generalizing tirade about the English - we have shitty, supposedly educated marketing people over here too."
Worst,Crest Super Premium Lager,2.05,"Well it's fairly rank stuff. But lets be honest. You buy this to get a buzz on the cheap. I've been there, and I will say you could do worse. Alcohol is omnipresent in this one, yet it remains drinkable. Not really worth further elaboration but if your buying this and expecting exceptional taste, aroma or profiles your doing it wrong :D"
Worst,Crest Super Premium Lager,1.98,"500 mL can picked up at TBS; best before June 19 2016 and served ice cold. This is a beer that I have intentionally avoided for nearly 10 years now, but I was feeling masochistic tonight.

Pours a clear golden colour, capped off with one inch of frothy white head. It seeps away steadily over the next five minutes or so, eventually thinning out into a foamy cap and collar. Good lacing, too - visually this is a rather attractive lager, but aromatically I'd have to argue otherwise. Corn syrup, alcohol, wet cardboard, boiled vegetables and apples all come to mind, but ""quality lager"" most certainly does not. To quote a certain fictitious news anchor, I immediately regret this decision.

Not quite as awful as I'd anticipated, but still one of the worst beers I've had in years. Very saccharine, with flavours of corn syrup and cotton candy dominating at first. This is, surprisingly enough, countered by some weedy, grassy hop extract bitterness, but the truly off-putting aftertaste totally blots out that faint beam of light. Little effort has gone into masking the alcohol content, which is noticeable throughout the sip - but it really reaches its climax after you swallow a gulp. At that point, this beer begins to taste the way that compost water and paint thinner smell. Light-medium in body, with appropriately assertive carbonation levels. The alcohol burn is so significant that it almost seems to have a numbing effect on the tongue.

Final Grade: 1.98, a miserable F. Crest Super Premium Lager is more of a fraternity hazing supply or a solvent than a beer. In fact, it is easily one of the worst alcoholic beverages that I can recall consuming over the past decade - and consume I did, all the way to the bottom of the can, because I'm just that stubborn. Crest is shamelessly boozy, and I would judge no man or woman for pouring this swill down the drain. If you are drinking this simply to get drunk (and really, why else would you be?), prove that you have more self respect than me and buy yourself a mickey of whiskey or rum or something."
Worst,Crest Super Premium Lager,3.02,"non drinkin bud light morons rate this beer low- so be it. Ya want a KICK! drink this beer! nasty by itself, yes but I cut it 1/3 by 2/3 with another 5% lager, have 4 or 5? your in buzztown baby....I don't drink vodka anymore :-) ya want a kick it up a notch! this beer is the way to go :-) screw the foo-foo beer puritans! as William Wallace stated...
FREEDOM!!!"
Worst,Crest Super Premium Lager,1.7,"16oz can into tumbler. This is a continuation of my ""random beer picks"" whenever I buy beer. I think I'm a sucker for punishment.

A- Crystal clear yellow pour, lively carbonation. Zero head or lacing.

S- Sweet cereal and grain, very sweet altogether, there is some raisins and corn syrup. Not adjunct smelling thankfully.

T- Adjuncts, cereal, grains, simple syrup, raisins and a slow burn of alcohol in the end.

M- Light bodied, high carbonation.

O- This beer opened up and became rubbing alcohol infused lager. Drain pour."
Worst,Crest Super Premium Lager,3.36,"Obtained from a local 'Bargin Booze' outlet, just for joke: I was determinded to dislike it and had a bias preconception formed from trying other high alcohol canned lagers in the UK.

However, I liked the damn thing!

Wonderfully sunny day, and I was knackered after grafting all week: sat in the back garden I remembered this beer and thought I'd give it a go. Poured into Budweiser Budvar stemmed tulip.

Lovely snow white head on top of a crystal clear golden, bright lager. Looked almost identical to the wifes Carlsberg Export, except the Carlsberg had next to no head.

Alcohol esters in an otherwise odourless lager/pilsner type non-smell, I give a score of 3 for smell-less lagers/pilsners.

The actual taste reminded me of a Brigand Belgian Ale, with the alcohol being a little more prominent in this beer.

I also expected a nasty metalic headache type feel to the aftertaste, this didn't happen and I was pleasantly suprised by the beer in general. Sure it had too much alcohol for my tastes, but it told me that on the tin. This a lot better than many in this class or style, honest."
Worst,Crest Super Premium Lager,1.06,"I imagine few people that drink Crest see the poorly bubbled, clear (but tarnished) golden liquid that lies beyond the steely, navy blue walls of the can (or the brown of the paper bag, for that matter). Should they, however, they won't note anything too different; while it may look pedestrian, and give no indication of the fact that it's the worst beer I've tried, it's definitely something I'd suggest the city's sanitation committee have a look at.

Crest smells like a cesspool of festering corn and alcohol fumes; the first thing that came to mind was a biological contamination site. I'm confused that they've used both hops and hop extract - ain't nothing standing in the way of this repulsive, excessive, cloying, synthetic sweetness. Then again, they also used both corn and corn syrup.

'Oh dear mother of God' - was what came out of my mouth after taking the first sip. The second thing was a fit of dry heaves. It's like they took stale corn kernels, coated them in corn syrup and drenched them in sugar. By the fourth sip it starts to feel like an Inquisition-type form of punishment. There's no way I'll make it through the whole can.

Anything with this much flagrant alcohol can easily upset even those with a cast iron stomach; warm discount-brand vodka is less offensive. 500ml can? Seriously? I could do a shot or two, max, if forced to. It has enough strong, synthetic, fusel quality to strip rust; kidding aside, it could honestly be confused with some of the products under your sink.

I not only appreciate all styles of beer, but genuinely like each and every one of them as well... with the exception of value-brand so-called malt-liquors which, as Crest Super confirms, I'm not too modest to admit, I believe are beneath me. I'm proud to say that I've tried very, very few malt-liquors, but Crest is far and away the most horrible.

Crest Super is super disgusting. The feeling of revulsion actually drinking it far, far exceeds the feeling of embarrassment I had buying the can. Beginning this review I had every intention of poking fun at the destitute, down-and-out types that make up Crest's only demographic - now I just feel sorry for them. In all seriousness, this beer - for all its flagrant, stomach-wrenching alcohol - is actually a very sobering experience."
Worst,Crest Super Premium Lager,1.45,"500 ml poured in a chilled pint glass...

Appearance - Crest pours very light with a white foamy head. Carbonation is fairly good, u can really hear it when you pour. The head is minimal and leads to some ok lacing. Colour is a light gold and very clean.

Smell - for a 10% beer you cant really smell the alcohol, the hops and a sweetness smell come through quite well.

Taste - UGGGG - one of the worse things i have ever put in my mouth! What a taste, there are no words that can over come the bitterness of this beer. I did not enjoy this beer a lick, kind of not looking fwd to the mouthfeel. If there was a 0.0 rating i would give it!

Mouthfeel - At this stage of the review, i am almost in tears cause its so bad. The mouthfeel has barring on the overall bitterness, i had a hard time keeping it my mouth for the duration of the tasting.

Drinkability - Please take not of all the reviews before u go spending your hard earned dollar on this beer. One i wont finish nor will i ever buy again..."
Worst,Budweiser,2.94,"Budweiser is a solid American lager. For what it is - a crisp, light, simple beer, it’s excellent. The consistency of their production is obviously incredible, and in the right setting (a hot summer day, or in the evening in a buzzing pub while watching the game) there are few things that can stand up to this classic. It’s best enjoyed cold and fresh, with its natural carbonation and mild beechwood finish and glorious light gold color and mild head. Folks complaining that it’s not like their good ol’ German beer or hazy mega-juice buttsmacker IPA aren’t wrong that it’s not a beer with a heavy body or distinct taste palate. But that’s missing the point of this beer completely. I’ve always got a fresh pack in the garage fridge."
Worst,Budweiser,1.6,"I found a bottle of Budweiser in somebody's refrigerator.
Look: Budweiser had significant foam from what I could see.
Smell: Budwieser had the hazy pungent aroma of corn mixed with industrial chemicals.
Taste: Budweiser had a sweet corn flavour with heavy hints of industrial chemicals. There was a mysterious bitterness within the aftertaste of the Budweiser I drank.
Feel: After I drank the Budweiser, I felt like I was drinking industrial chemicals mixed into a corn flavoured soda. I got scared that I would have a tummy ache.
Overall: I cannot recommend Budweiser to anybody."
Worst,Budweiser,2.2,"It really shows just how bad Americans taste is when Budweiser is one of the top selling beers in the country. Compare Budweiser with those from Canada, Germany, and Ireland, just to name a few, and Budweiser doesn't hold a candle to them.
Budweiser is a really, really sad commentary of a lager. That's why I drink German beer."
Worst,Budweiser,2.92,"Pours a very clear and pale yellow color with a white head. It has the taste of a decent beer when you drink one ice cold and paired with food like pizza, burgers, and Bar-B-Q. Haven't had one in a couple of years, but I still like it."
Worst,Budweiser,4.33,"Budweiser goes good with almost any food, tacos, hamburgers, hotdogs, and is a good beverage to drink while hanging out with friends and watching sports."
Worst,Budweiser,4.78,"Just a good and inexpensive traditional American lager that the snobs hate but everyone drinks and likes.
Its consistent and refreshing on hot summer day."
Worst,Budweiser,1.59,"Last beer I reviewed was an exquisite, delicate Pilsner that paired insanely well with a good pizza. The boys over at Weihenstephaner sure know how to do the right balance of complex and nuanced flavors, along with a nice delicate, simple beer that is worthy of their brand.

With my reviews, I've mostly been doing beers I love or like, so my reviews are skewed in that way, but today I review a beer that I feel isn't all that great, and that's Anheuser-Busch's beer, Budweiser.

COLOR:

Light and clear golden color. It does look pretty good when poured right. The head fizzles out and dies though, which should be an indication of what I should expect.

AROMA:

Smells tart and cheap. I got a weird, funky skunk smell. Just smells bad.

BODY AND PALATE:

It has the memory of a lager. All of the classic flavors are there, they're just incredibly thinned out. This tastes as if you wanted a beer and somebody shouted the classic lager flavor profile from another room. It tastes cheap.

Add some corn syrup taste and feel to this and you basically have a Budweiser. I love me a good Pilsner and a nice, refreshing lager, but this is definitely not the King of the Beers. More like a serf.

FINISH:

The finish isn't too bad, and not out of the ordinary for a typical lager finish. And I guess that's sorta the problem, isn't it? Nothing really stands out and intrigues your palate.

CONCLUSION:

This is nothing but dorm room beer. It's cheap, it's readily available, and for playing drinking games it has its place. But now that I'm 32 years old, I'm not after quantity, I want a nice, quality beer, and this beer just tastes like water to me.

This beer basically took those classic and delicate flavors of pale lagers and Pilsners that people love, and thinned them out, because they're after mass production and not a nice, refreshing, quality beer at the end of the day.

Overall, it gets a 2.5/10 for me. It tastes like the MEMORY of a lager or Pilsner, and is only good if you've just reached drinking age, you don't have a lot of money, and all you give a shit about is getting shit-hammered."
Worst,Budweiser,4.35,"""Best by 10/6/22""; drank 7/8/22 @ the Yarchives.

See-through dull orange/yellow appearance.

An even pour yielded a nice off-white head; strong, frothy lace.

Sweet corn, fresh bread & faint strawberry (?!) notes in the nose.

Medium thin mouthfeel.

Fresh bread, mild raspberry & faint caramel flavors.

I'm stunned by how much I enjoyed this; my beer budget is about to plummet!!"
Worst,Budweiser,3.43,"It’s hot dogs and brats on the grill, fireworks and a Bud!

I assume I’ve had a Bud before, but the last time was at least 40 years ago (probably longer). And I have no specific memory of it amongst a sea of similar beers.

The 4th of July seemed to me to be as good a time as any to give it a proper tasting.

I reduced the temp of my smaller beer ‘fridge specifically for this beer. The ‘fridge was at about 38°F when I removed the beer. The beer was at about 40° when I started tasting.

Clear, pale yellow, lightly carbonated body topped with a tall white head, thick and creamy-looking with retention on the short side of moderate. Nice looking for the style.

Pleasant, if weak, aroma. Malty with hints of sweetness. No complexity, but still nice.

Light flavor of malts. Smooth in the beginning, and remaining such throughout. Some (but very little) bittering appears in the late middle and carries through to the finish. As with the aroma, no complexity, but still enjoyable. The aftertaste is mild and lightly malty with slight bittering. The overall taste is just a little on the sweet side. The finish and aftertaste are more malty than crisp, ending, again, just on the sweet side. (The slight sweetness of Budweiser is apparently one of the differentiating factors – according to other reviews – from the other top-selling AALs, but I like it.)

The mouth feel is thin, decent carbonation feel, and surprisingly creamy (in a light sort of way).

Overall, I am surprised that I am enjoying this beer as much as I am. In flavor and in body, it certainly beats the heck out of the plethora of light/Lite® brands from these macro brewers.

One additional comment: unlike some other macro lagers – and even some non-macro lighter lagers, this beer does not develop off-flavors as it warms. It remains pretty much as it started.

NB: The following rating is with style in mind, but it also is a fair reflection of my enjoyment of this beer. Imagine that. I think I'll crack a second!"
Worst,Budweiser,3.74,"Bud was the very first beer my friend gave me, years ago. It was warm and probably past it’s expiration. I didn’t even finish it before throwing up. Didn’t drink beer again for over a decade and a half. Now I know what I like and enjoy exploring different beers and saw the tall-boy cans of Budweiser for sale on the 4th of July with the word “FREEDOM” inscribed on the front. I decided I should revisit this for the sake of knowing what it actually tastes like. Surprise! -it’s not as horrible as the beer aficionados claim. Neutral flavor of very mild hops, malt, and sweetness from the rice. No off-putting flavors or aftertaste. Clean and refreshing. It’s not something that one drinks to contemplate life’s mysteries, but maybe just to stare into a camp fire or watch the stars. It’s good enough to cool you from the heat of your bbq grill. I will say that I had some *ahem* bathroom problems later that I can’t help but attribute to this beer… but overall I cannot bring myself to look down on Budweiser any longer."
Worst,Budweiser,5,"Picked up a case of bud cans today. Maybe it’s the special summer “freedom” marketing that gets me, I don’t know. This beer pours perfectly, golden with a glorious white head. Smell and taste are slightly crisp like green apple cider, not too heavy, not too sweet. It goes down smooth and I actively want to chug it. This is a Beer I long ago dismissed but now I think I might just be a bud man like my father was."
Worst,Budweiser,3.14,"I just had to write this.I am an IPA fanboy who hits all the taprooms around the city.I hopped on BeerAdvocate to read up on Budweiset.
I tried a Budweiser tallboy because 5% abv around a pool in the summer makes more sense than my 7.2% IPA.
It ain't that bad,geekheads.And you should know that because we ALL drank Bud at some point of our lives.It's not your local's pilsener/lager that costs twice as much,but it is a decent brewski for sitting with friends.And for all of you reviewers that keep talking about corn this and corn that...Bud uses rice,not corn, as the adjunct,so shut up already.I can't drink Busch because of that corn;Bud doesn't have that problem.
Bud has a neutral,but pleasant taste.Doesn't smell like much of anything.Goes down smooth and easy.
I prefer IPAs,but I am not ashamed to drink this.And neither should you be."
Worst,Budweiser,3,Budweiser is fine not the best of brews but it’s decent. I prefer ipas but Budweiser is okay I won’t drink it regularly but it does have its place
Worst,Budweiser,4.91,"Waaaaaaaaay too many beer snobs in here like they are reviewing a fine French wine. It's beer ffs. Get over yourselves. I ascribe to the German proverb that there are no bad beers....some are just better than others. I drink very high end stuff, and then I drink this. Beer Advocate peeps are obviously partial to IPAs. That's cool..I like them too, but I really get sick of them too and want something simple like Bud or a Naragansset. I don't know why I bother reading the reviews on here. Very predictable. If there were blind taste tests, the reviews would be different. Drink what you like. Cheers!"
Worst,Budweiser,2.65,"Poured from a 16oz can into my weizen glass. Best before 5-14-22

On the pour a giant head forms even on an average pour 3 plus fingers but it quickly recedes to just a ring of larger bubbles around the rim and a few pods of bubbles floating on top

Aroma is tart and largely smells of cheap lager. Some BO notes not great and not a lot of malt either just off. And this is still a month before the best before. Bad.

Taste follows the smell but brings notes of corn. Still mostly tart water fermentation character. Some buscuity malt aftertaste but that fades to the taste of popcorn kernels. No bitterness, just fermentation, BO and grain. Still not a lot of flavor though.

Feel is crisp and easy to put down with a lot of carbonation bite for the style this is perfectly acceptable. Not overly watery on the sip but it doesn't stick around long. Not the best.

Overall perfectly drinkable and pretty predictable. Seems like it moves quick everywhere so it's not too risky if you can deal with the standard off flavors. Certainly not a standout, and I wouldn't reccomend pouring this in a glass."
Worst,Budweiser,2.49,"Well, it’s Bud. Not going to do a classic review here because it’s not that type of beer, but just write out some thoughts.

Syrupy taste with that classic, macro malt liquor skunkiness that has that weird savoury oily character. A little bit of bready character, a bitterness that is more metallic twang than hoppy, and you have a classic adjunct lager.

I am neither a proponent nor hater of this beer. I think snobs will always despise any macro lager and sometimes even the people who drink it. On the other side, people love to say ‘dude for a lawn mowing beer it’s what you want dude’ (not sure how lawnmowing became that de-facto go to for this) but I tend to be unpersuaded by that. For the price, while it is cheaper than some craft and ‘craft-macros’, you can find absolutely comparable priced beer that doesn’t taste terrible. In any style as well, lager, Pilsner, IPA, even German styles. Unsurprising with how tight the market is, plenty of beers without any adjuncts at all are out there for the same price.

So, if you like Budweiser, just say ‘Hey, I like this’. Who cares? You can enjoy any beer without needing to justify it, really. I was slightly surprised drinking this that it wasn’t as bad as some have described, and it’s not exactly unpleasant. The syrupy skunky character gives a taste in the mouth sort of like slightly pungent, off tasting cheese, but that’s about the worst of it. Though I am always surprised I tend to be like +10 to +20% on these ratings for the ‘bad beers’. I don’t think Bud outright fails which would put it below a 2.5 for any of the rankings, but hey. Like I said earlier — a preference is a preference and it’s okay to enjoy or dislike something!"
Worst,Michelob Ultra Dragon Fruit Peach,1.46,"The beer looked typical for an AAL, and had the expected thin, watery mouthfeel. Other wise, it smelled bad, tasted bad, was unenjoyable, and an overall bad beer."
Worst,Michelob Ultra Dragon Fruit Peach,2.56,"Like the hippies of yore, I will try anything once.

The fizziness of both the pour and the head reminded me of soda pop. Color was a light, pale yellow with NE-quality clarity. I have micturated darker than this! Nose was peachy all right, but I do not know what the dragon fruit was supposed to add to the equation. Mouthfeel was thin and watery and the flavor reminded me of peach ice cream. Finish was semi-sweet, kind of refreshing on a humid day. This was an interesting curiosity for me and not much more. It was better than some of the bland nothings that I have tried in this line and the fact that it was refreshing was a bonus."
Worst,Michelob Ultra Dragon Fruit Peach,3.09,"From the 12 fl. oz. twist-off with a marking of 1167-2910629A. Sampled on March 9, 2013.

Remember to rate it on style not on reputation.

It poured pale yellow with a quick excited burst of fizzy carbonation leading to a head that fizzles quickly. So place it at average.

The aroma is full of peach esters like announced but there is a vague bready and clean hop note lingering behind it all. So a little above average.

The body is light with a slight acidity probably due to the peach zing. So a tad above average.

The taste is peached up to the max at first but there is an odd sort of lingering finish which could be due to the hops or the fruit. I will put it at average.

There are a bunch of these Michelob Ultra fruit beers out there and this one is slightly more appealing than the others I have had. But it is still a hot summer day kind of beer."
Worst,Michelob Ultra Dragon Fruit Peach,3.41,"I picked up a bottle of this and shared with my wife, enjoyed chilled a goblet.

the color is pale golden with thin band of white beads and moderately fast moving carbonation. The smell is very sweet and peachy with a light tropical candy odor which I suppose is dragonfruit-esque but the aroma is more fuzzy navel smelling in general. Light feel, ultra light fizzy and seltzer-like.

The flavor is similar to the scent with some tangy fruitiness and sweet essence with mild tropical juice like cooler quality with mild spritzer-like taste in comparision to other fruit lagers I guess. Overall not terrible especially if you are rating it for what it is and not a simple light lager. I would probably not buy this but it certainly fits the label and was not dissapointing when paired with sushi and wasabi. I would say poor if you are looking for a true beer, but not bad if you want a malternative."
Worst,Boxer Lager,5,"Not to objective because it is my favorite lager and costs less than a buck for 24 ounces.

It has a cara-pils malt taste that harkens to the beers they made at that brewery since I started drinking. Some comments attribute it to yeast...which makes some sense because you couldn't afford expensive malt at that price.

Most younger ""serious"" beer drinkers are sucking down heavy hopped beers. If your looking for your beer to taste like high gravity bitters or grapefruit you will need to spend more money.

This beer is distinctive and produced in relatively tiny batches. At the price there is no comparison.

It reminds me a bit of beer from India."
Worst,Boxer Lager,3.74,"This is what happens when Millennial beer-snob, know-it-alls review a beer.

If this beer were twice as expensive and packaged differently, with maybe the silhouette of Muhammad Ali, or a sharp photograph of a boxing glove, the 30-somethings would be falling all over themselves.

As it is, this is a cheap, easily drinkable beer with a wonderful mouthfeel and a nutmeg, Hefeweizen taste.

Not my first choice. But an OK choice.

Is it a 'BudHead?' *( the tantalizing, wonderful, heavenly mix of two great North American loggers, Moosehead and Budweiser mixed in a 50/50 proportion? ) HELLS NO.

NOTHING IS.

( and if you're NOT thinking of going to the store and buying a sixer of each, both Moosehead and Budweiser, and trying it yourself in a tall dimpled or nonic glass, then you are simply a fool )

But, I digress. Boxer is a cheap, easy Buzz. Throw a lemon slice in and maybe once squeeze of honey and you've got yourself a terrific summer cooler. Even adding ice won't ruin things for you...."
Worst,Boxer Lager,3.61,"Poured from 12-ounce can into a vintage O'Doul's bow-tie glass. Stunningly clear golden color, with a finger or two of white head that settles rather rapidly. As AAL's go, this is pretty inoffensive. Boxer is light bodied, not too sweet, and mostly dry on the finish, with some light grain, grassy hops, and hints of tart apple on the nose and palate. Pretty typical. However, there is something else going on here: there are unmistakable notes of hefeweizen yeast, which contribute aromas and flavors of banana and clove. These notes are present in some other offerings from Minhas / Rhinelander as well. Is this a characteristic of their house yeast? I don't know. But those notes of banana and clove really give this a pleasant kick. (And you can't beat the price!)"
Worst,Boxer Lager,3.32,"L. Clear light bright orange with noticable carbonation for a lasting thick ring and partial patch.
A. Cracker, vague cereal grain, faint candy corn, bread, hay, dry grass. Smells just ok.
T. Bready and biscuit-y, a bit corn chip-y, some citrus in there like lemon and orange pith, corn flakes with a sprinkle of sugar, some toffee/honey maltiness in there as well. Finishes with a pithy bitterness and a pinch of ethanol.
F. Not actually watery, a bit above a light body, below average carbonation, not too dry.
O. Given all the lousy reviews, I'm pleasantly surprised. Heady Topper it ain't, but you could pay twice as much for for a worse beer."
Worst,Boxer Lager,2.5,"L: pours yellow gold permeated by streams of rapidly rising bubbles under a 1"" frothy white cap with poor retention

S: some apple, green apple, faint hops, and a hint of movie theater popcorn butter. Green apple is the biggest aroma

T: Sweet corn and a mild corn sweetness start the flavors with apple, some very mild spicy hop flavor, and a very mild hop bitterness

F: The body is light and the carbonation is medium full

O: The beer is slightly sweet and misses the boat on character and interest"
Worst,Boxer Lager,2.75,"It's a cheap lager. Nothing more, nothing less. Pours a watery gold. Head diminishes quickly. Very weak aroma. Corny barley flavors. Highly carbonted."
Worst,Boxer Lager,2.59,"Minhas Craft Brewery ""Boxer Lager""
12 fl. oz. can, production coded but without freshness dating
$6.99 / 15-pack case @ Javie's Beverage, Philadelphia, PA

Notes via stream of consciousness: It's clear but not as clear as I thought it would be, I can't see my finger prints through the glass, nor are my fingers really that clear. Odd. The initial finger-thick head of bright white that rose up over the fairly deep golden body is now already gone but there are some splashes of lacing left behind. The aroma is sweetish and dare I say malty? It's not grainy, and it's clear that there's some adjunct in use, but there is some maltiness to it. There's also, unfortunately, some esters that I connect with higher fermentation... not good. The flavor follows, and again, it's surprisingly malty, and sweetish like wort. I don't detect any specific oxidation like a papery characteristic, but it could be that some initial oxidation is making it seem more malty. Just a theory. It's medium bodied and crisp. I didn't find any hops in the aroma, nor do I find any in the flavor except for a touch of an herbal and leafy note in the finish. It's background though and that higher alcohol ester thing is still there and distracting. This is obviously not well made, but it's cheap - although there are many better made budget beers on the market that cost less. Disappointing.

2.75 / 2.5 / 2.5 / 3.25 / 2.5 = 2.59 out of 5"
Worst,Boxer Lager,2.87,"Poured from 24 oz. can into a pint glass

Appearance – The beer pours a very nice golden amber color with tons of tiny bubbles streaming up through the brew and producing a two finger head of white foam. The head has a modest level of retention, fading over time to leave a light level of foamy lace on the sides of the glass.

Smell – The aroma of the brew is strongest of sweeter smells of caramel and a decent showing of corn syrup. Along with these aromas comes a decent amount of a metallic smell.

Taste – The taste begins with a mix of a bready, light caramel, and corn cereal taste mixed with a bit of a metallic flavor. The metallic flavor gets stronger in nature as the taste advances all while the bready and the corn fade a bit. All the while a bit of a cardboard flavor develops and with a loss much of the caramel, one is left with a somewhat off metallic and cardboard corny taste to linger on the tongue.

Mouthfeel – The body of eh brew is on the slightly thicker side (for a 5 % adjunct lager) with a carbonation level that was average. A little thinner body may have been slightly better for the mix of caramel and corn upfront and may have downplayed some of the off flavors slightly better. Overall the feel was not all that bad though

Overall – Not the tastiest of brews, but for the cheap price it is actually a decent go too. A good party brew."
Worst,Boxer Lager,1.05,"A few days ago I thought I had a bad beer - HA! This is even worse than the world beers I've had from the world's poorest countries. Totally sweet beer water and nothing more. Except some alcohol to get you wasted man. Aroma is a weird, not normally found in beer, sweet, um, not spice, sen-sen? no, some sort of cleaner/disinfectant I think."
Worst,Boxer Lager,4.61,"This is an excellent session beer. One of the best ever. It is complex with interesting notes of fresh hops, fruits and grain. It reminds me of premium German and/or Czech biers. Absolutely love it. My fridge is now full of Boxer and I have never had more friends."
Worst,Boxer Lager,2.32,"Initially wild look, with rampant carbonation and a small but lively head. Settles quite quickly. Clear golden appearance. Looks like a boring lager.

Strong carbonation with a lot of sweetness. Subtle notes of malt, but I was really looking for something to latch onto so that might just be Stockholm Syndrome. For the price, this is fine. But I prefer my light lagers to be less carbonated, even if I might be in the minority here."
Worst,Boxer Lager,2,"Tastes like soap
soap
soap
soap
soap
soap
soap
soap
soap an then more soap and then right after that it also tastes just like soap...
Hamms is better for cheap stuff."
Worst,Boxer Lager,3.1,"I bought this beer on impulse from the liquor store across the street, The price point was 2 for $1, this was a low risk high reward situation. I found this beer tasted rather inoffensive, by the time I downed the first beer the next thing I knew I was polishing off the next one."
